Date,EFA,GLD,IWM,QQQ,SPY,TLT
2019-03-15,52.77799987792969,122.97000122070312,141.33407592773438,170.47447204589844,253.41384887695312,99.55419921875
2019-03-18,52.96412658691406,123.04000091552734,142.2382049560547,170.8804931640625,254.332763671875,99.49697875976562
2019-03-19,53.0693244934082,123.37999725341797,141.51673889160156,171.4550323486328,254.39572143554688,99.27616882324219
2019-03-20,53.093605041503906,124.18000030517578,140.3373260498047,172.1349334716797,253.62994384765625,100.314697265625
2019-03-21,53.06123733520508,123.68000030517578,142.17782592773438,174.8257293701172,256.49481201171875,100.53540802001953
2019-03-22,52.04159927368164,123.97000122070312,137.0042724609375,170.98583984375,251.55812072753906,102.09722137451172
2019-03-25,52.11444091796875,124.91999816894531,137.60862731933594,170.6602325439453,251.36903381347656,102.26077270507812
2019-03-26,52.37339401245117,124.30000305175781,139.05538940429688,171.4550323486328,253.24269104003906,102.18718719482422
2019-03-27,52.39765930175781,123.6500015258789,138.51510620117188,170.35385131835938,251.91851806640625,103.12752532958984
2019-03-28,52.2681884765625,121.9000015258789,139.75131225585938,170.74642944335938,252.87335205078125,103.48731231689453
2019-03-29,52.4866828918457,122.01000213623047,140.18170166015625,172.03921508789062,254.46786499023438,103.3891830444336
2019-04-01,53.158348083496094,121.52999877929688,141.71084594726562,174.3181915283203,257.4856262207031,101.92066192626953
2019-04-02,53.174522399902344,121.9800033569336,141.3446044921875,174.9789276123047,257.6117858886719,102.109130859375
2019-04-03,53.58723449707031,121.80000305175781,142.07713317871094,175.98440551757812,258.01715087890625,101.22403717041016
2019-04-04,53.47394561767578,122.11000061035156,142.77305603027344,175.91732788085938,258.7016906738281,101.51089477539062
2019-04-05,53.61151123046875,121.9800033569336,144.10995483398438,176.8270721435547,259.9539489746094,101.64205932617188
2019-04-08,53.643882751464844,122.51000213623047,143.8718719482422,177.27713012695312,260.1521301269531,101.28141784667969
2019-04-09,53.30400085449219,123.1500015258789,142.11375427246094,176.65469360351562,258.81890869140625,101.6010513305664
2019-04-10,53.50631332397461,123.52999877929688,144.04583740234375,177.60269165039062,259.7016906738281,101.84687805175781
2019-04-11,53.393009185791016,121.94999694824219,143.8627166748047,177.18141174316406,259.629638671875,101.24864196777344
2019-04-12,53.765262603759766,121.83000183105469,144.38465881347656,177.94747924804688,261.3862609863281,100.52749633789062
2019-04-15,53.78955078125,121.5999984741211,143.91761779785156,177.97613525390625,261.2151794433594,100.78150177001953
2019-04-16,53.82999801635742,120.51000213623047,144.25643920898438,178.58901977539062,261.3862609863281,100.15054321289062
2019-04-17,53.983760833740234,120.27999877929688,142.93788146972656,179.21144104003906,260.74664306640625,100.1915054321289
2019-04-18,53.95138931274414,120.37000274658203,142.51669311523438,179.44126892089844,261.2601623535156,100.71600341796875
2019-04-22,53.86238098144531,120.37000274658203,142.14122009277344,179.94879150390625,261.4853820800781,100.23253631591797
2019-04-23,53.96757507324219,120.12000274658203,144.28396606445312,182.23741149902344,263.83648681640625,100.445556640625
2019-04-24,53.59532165527344,120.47000122070312,144.7326202392578,181.66285705566406,263.2509765625,101.26506805419922
2019-04-25,53.554874420166016,120.56999969482422,143.5330810546875,182.40013122558594,263.0888366699219,101.1175308227539
2019-04-26,53.77335739135742,121.37000274658203,144.92491149902344,182.56298828125,264.3139953613281,101.46171569824219
2019-04-29,53.991851806640625,120.83000183105469,145.62086486816406,182.9173126220703,264.7283020019531,100.8143539428711
2019-04-30,54.02421951293945,121.19999694824219,144.94317626953125,181.50006103515625,264.8634338378906,101.33062744140625
2019-05-01,53.716712951660156,120.4000015258789,143.56968688964844,180.91592407226562,262.87261962890625,101.74860382080078
2019-05-02,53.63578796386719,119.94000244140625,144.23812866210938,180.13070678710938,262.30511474609375,101.26409149169922
2019-05-03,54.21034240722656,120.6500015258789,146.99435424804688,183.00347900390625,264.8725891113281,101.55150604248047
2019-05-06,53.59532165527344,120.80999755859375,147.15916442871094,181.88308715820312,263.782470703125,101.83073425292969
2019-05-07,52.656612396240234,121.20999908447266,144.247314453125,178.3400421142578,259.37738037109375,102.61087799072266
2019-05-08,52.72135925292969,120.91000366210938,143.542236328125,177.8900146484375,259.01702880859375,102.16741943359375
2019-05-09,52.47858810424805,121.19999694824219,143.020263671875,176.932373046875,258.2333679199219,102.58623504638672
2019-05-10,52.86701965332031,121.43000030517578,143.41404724121094,177.1526641845703,259.5305480957031,102.44664001464844
2019-05-13,51.636985778808594,122.66999816894531,138.84474182128906,171.0050048828125,253.0084991455078,103.25144958496094
2019-05-14,52.15489196777344,122.45999908447266,140.59368896484375,172.88180541992188,255.2965545654297,102.9476089477539
2019-05-15,52.34101867675781,122.38999938964844,141.0515594482422,175.32366943359375,256.7919921875,103.5799331665039
2019-05-16,52.761817932128906,121.51000213623047,141.9306182861328,177.0856475830078,259.17022705078125,103.23497772216797
2019-05-17,52.41385269165039,120.6500015258789,139.95272827148438,175.27574157714844,257.49468994140625,103.4649658203125
2019-05-20,52.20345687866211,120.63999938964844,138.98211669921875,172.31683349609375,255.79208374023438,103.25144958496094
2019-05-21,52.551422119140625,120.36000061035156,140.85009765625,174.11712646484375,258.0982666015625,103.08722686767578
2019-05-22,52.34101867675781,120.23999786376953,139.66888427734375,173.34146118164062,257.3054504394531,103.67850494384766
2019-05-23,51.86357498168945,121.16999816894531,136.7936553955078,170.68896484375,254.1614990234375,104.84458923339844
2019-05-24,52.42194366455078,121.30000305175781,138.07557678222656,170.60281372070312,254.738037109375,104.93492889404297
2019-05-28,51.912132263183594,120.83000183105469,136.9767608642578,169.961181640625,252.36891174316406,105.69044494628906
2019-05-29,51.580345153808594,120.87000274658203,135.83216857910156,168.56312561035156,250.6752471923828,106.01070404052734
2019-05-30,51.774559020996094,121.69000244140625,135.45677185058594,169.27174377441406,251.36004638671875,106.92227172851562
2019-05-31,51.305206298828125,123.33000183105469,133.56130981445312,166.5713348388672,247.9727783203125,108.26083374023438
2019-06-03,51.604618072509766,125.11000061035156,134.02828979492188,162.9038543701172,247.34226989746094,108.9850082397461
2019-06-04,52.195350646972656,125.1500015258789,137.49876403808594,167.4906768798828,252.71119689941406,107.7424087524414
2019-06-05,52.179176330566406,125.47000122070312,137.5261993408203,168.73548889160156,254.90029907226562,107.13346099853516
2019-06-06,52.38957214355469,125.87999725341797,137.1690673828125,170.0761260986328,256.55780029296875,107.47911834716797
2019-06-07,53.05313491821289,126.58999633789062,138.13970947265625,173.36058044433594,259.1251525878906,108.40898132324219
2019-06-10,53.19879913330078,125.33000183105469,138.9546356201172,175.38108825683594,260.31427001953125,107.38854217529297
2019-06-11,53.465850830078125,125.18000030517578,138.54261779785156,175.62051391601562,260.251220703125,107.45442962646484
2019-06-12,53.0693244934082,125.83000183105469,138.6982421875,174.60545349121094,259.791748046875,107.53669738769531
2019-06-13,53.11787414550781,126.5999984741211,140.16336059570312,175.63966369628906,260.86383056640625,107.90699768066406
2019-06-14,52.729461669921875,126.55999755859375,138.93634033203125,174.89273071289062,260.5755310058594,108.1785659790039
2019-06-17,52.76747512817383,126.4800033569336,139.89476013183594,175.94606018066406,260.674560546875,108.36785125732422
2019-06-18,53.47016525268555,127.12000274658203,141.521240234375,178.5028533935547,263.4040832519531,108.91097259521484
2019-06-19,53.80084228515625,127.88999938964844,142.02662658691406,179.1731414794922,263.9986877441406,109.0672836303711
2019-06-20,54.27205276489258,131.11000061035156,142.69744873046875,180.83934020996094,266.5209655761719,109.35533142089844
2019-06-21,54.04057693481445,131.97999572753906,141.46609497070312,180.5712127685547,266.133544921875,108.15388488769531
2019-06-24,54.156314849853516,133.94000244140625,139.74778747558594,180.57696533203125,265.8077392578125,108.9603500366211
2019-06-25,53.83390426635742,134.1999969482422,138.89315795898438,177.47715759277344,263.20068359375,109.29772186279297
2019-06-26,53.9000358581543,132.97000122070312,138.57154846191406,178.30245971679688,262.9382019042969,108.59827423095703
2019-06-27,54.03230667114258,132.83999633789062,141.1720428466797,178.98388671875,263.8705749511719,109.3635482788086
2019-06-28,54.33818817138672,133.1999969482422,142.8904571533203,179.2141876220703,265.2283935546875,109.28946685791016
2019-07-01,54.59446716308594,130.6199951171875,143.44175720214844,181.6326141357422,267.63629150390625,109.03385925292969
2019-07-02,54.75152587890625,133.41000366210938,142.56878662109375,182.35243225097656,268.33331298828125,109.87484741210938
2019-07-03,55.12354278564453,133.6300048828125,143.5887908935547,183.72483825683594,270.4786376953125,110.65814971923828
2019-07-05,54.70193099975586,132.13999938964844,143.97470092773438,183.3505401611328,270.1708984375,109.19055938720703
2019-07-08,54.38779067993164,131.2899932861328,142.6055450439453,182.0644989013672,268.6863098144531,109.3390121459961
2019-07-09,54.156314849853516,131.75,142.7985076904297,182.97622680664062,269.021240234375,109.29772186279297
2019-07-10,54.3464469909668,133.8300018310547,143.04664611816406,184.79962158203125,270.3065490722656,108.69580841064453
2019-07-11,54.329917907714844,132.6999969482422,142.34823608398438,184.665283203125,270.94036865234375,107.24465942382812
2019-07-12,54.39606475830078,133.52999877929688,143.45091247558594,185.7305450439453,272.1532287597656,107.36837768554688
2019-07-15,54.44565200805664,133.52999877929688,142.69744873046875,186.3255615234375,272.24383544921875,107.98676300048828
2019-07-16,54.22244644165039,132.39999389648438,142.65151977539062,185.3658447265625,271.36578369140625,107.66517639160156
2019-07-17,54.148048400878906,134.5800018310547,141.6314697265625,184.45416259765625,269.5191345214844,108.8277359008789
2019-07-18,54.31338882446289,136.47999572753906,142.16448974609375,184.665283203125,270.5058288574219,108.83599853515625
2019-07-19,54.156314849853516,134.47000122070312,141.3466339111328,183.3121337890625,269.00311279296875,108.58040618896484
2019-07-22,54.21417999267578,134.4499969482422,141.21800231933594,184.77084350585938,269.6639709472656,108.78650665283203
2019-07-23,54.55311584472656,133.69000244140625,142.1552734375,185.9801025390625,271.59210205078125,108.19290924072266
2019-07-24,54.59446716308594,134.3699951171875,144.50765991210938,187.28526306152344,272.8684387207031,108.662841796875
2019-07-25,54.04057693481445,133.4199981689453,142.76174926757812,185.5098419189453,271.5648498535156,108.14342498779297
2019-07-26,54.148048400878906,133.63999938964844,144.45252990722656,187.41964721679688,273.38433837890625,108.39897918701172
2019-07-29,54.26377868652344,134.52999877929688,143.4877166748047,186.77664184570312,272.88653564453125,108.43194580078125
2019-07-30,53.635498046875,134.97999572753906,145.0406951904297,185.97047424316406,272.21661376953125,108.69580841064453
2019-07-31,53.28002166748047,133.2100067138672,143.86447143554688,183.39852905273438,269.2384948730469,109.56981658935547
2019-08-01,53.131221771240234,136.41000366210938,141.7785186767578,182.4867706298828,266.8940734863281,111.74591827392578
2019-08-02,52.660011291503906,135.88999938964844,140.2071990966797,179.79959106445312,264.8843688964844,112.77859497070312
2019-08-05,51.3455810546875,137.7899932861328,135.9985809326172,173.4464111328125,256.9185485839844,114.72831726074219
2019-08-06,51.692779541015625,138.91000366210938,137.248291015625,175.87448120117188,260.5212707519531,115.64533996582031
2019-08-07,51.89118576049805,141.02000427246094,137.2115936279297,176.8245391845703,260.6751708984375,115.6866683959961
2019-08-08,52.39547348022461,141.72999572753906,140.17037963867188,180.6729278564453,265.7896728515625,115.93449401855469
2019-08-09,52.03171920776367,141.25999450683594,138.4061279296875,178.9743194580078,263.9792175292969,115.70321655273438
2019-08-12,51.618385314941406,142.6300048828125,136.61428833007812,176.92051696777344,260.7657165527344,118.11557006835938
2019-08-13,52.106136322021484,141.77999877929688,138.08450317382812,180.79766845703125,264.8211975097656,117.71073150634766
2019-08-14,50.67595291137695,142.75,134.22512817382812,175.39462280273438,256.9908447265625,120.36277770996094
2019-08-15,50.84956359863281,143.6999969482422,133.692138671875,175.1930389404297,257.6697692871094,121.70115661621094
2019-08-16,51.4613151550293,142.77999877929688,136.57749938964844,178.0050048828125,261.4718017578125,120.72621154785156
2019-08-19,51.775455474853516,141.11000061035156,137.95587158203125,180.8360595703125,264.6218566894531,118.99954986572266
2019-08-20,51.601844787597656,142.2100067138672,137.05535888671875,179.43495178222656,262.5941467285156,120.23050689697266
2019-08-21,51.96559143066406,141.75999450683594,138.18560791015625,181.02801513671875,264.73052978515625,119.42916870117188
2019-08-22,51.86639404296875,141.39999389648438,137.864013671875,180.44264221191406,264.64898681640625,118.63607025146484
2019-08-23,51.22157287597656,144.1699981689453,133.636962890625,174.73240661621094,257.8508605957031,120.58580017089844
2019-08-26,51.64318084716797,144.19000244140625,135.10723876953125,177.37156677246094,260.7022705078125,120.09835052490234
2019-08-27,51.601844787597656,145.57000732421875,133.10403442382812,176.9972686767578,259.679443359375,121.94892883300781
2019-08-28,51.601844787597656,145.16000366210938,134.65701293945312,177.6306915283203,261.5079040527344,122.10595703125
2019-08-29,52.048255920410156,144.1199951171875,137.01856994628906,180.34664916992188,264.84820556640625,121.64318084716797
2019-08-30,52.25493240356445,143.75,136.7704620361328,179.91481018066406,264.73052978515625,121.67626953125
2019-09-03,52.155723571777344,145.75,134.76727294921875,178.16807556152344,263.1826477050781,121.83348083496094
2019-09-04,52.8914794921875,146.66000366210938,135.85154724121094,180.74012756347656,266.1698303222656,122.015625
2019-09-05,53.17255783081055,143.13999938964844,138.37855529785156,184.0511016845703,269.59149169921875,119.80592346191406
2019-09-06,53.34616470336914,141.9199981689453,137.74447631835938,183.86868286132812,269.7996826171875,120.6583023071289
2019-09-09,53.50323486328125,141.38999938964844,139.59152221679688,183.48487854003906,269.9355163574219,118.51483154296875
2019-09-10,53.59416961669922,140.17999267578125,141.3742218017578,182.95706176757812,269.8720703125,116.43751525878906
2019-09-11,53.891780853271484,141.02999877929688,144.26881408691406,184.6748504638672,271.791259765625,116.23057556152344
2019-09-12,54.2059211730957,141.32000732421875,144.30551147460938,185.44264221191406,272.7325744628906,115.46914672851562
2019-09-13,54.51178741455078,140.14999389648438,144.5536346435547,184.7804412841797,272.5516357421875,113.00284576416016
2019-09-16,54.0240364074707,141.32000732421875,145.09580993652344,183.95513916015625,271.70965576171875,114.44293975830078
2019-09-17,54.2059211730957,141.60000610351562,144.7190399169922,184.83804321289062,272.3977355957031,115.06360626220703
2019-09-18,54.139774322509766,140.7100067138672,143.82769775390625,184.76126098632812,272.5606384277344,115.55194091796875
2019-09-19,54.32164764404297,141.27999877929688,143.1293487548828,185.06834411621094,272.54254150390625,115.89954376220703
2019-09-20,54.1976432800293,142.9499969482422,142.8260955810547,183.11056518554688,271.2548522949219,117.43064880371094
2019-09-23,54.05710983276367,143.75,142.7157745361328,183.19137573242188,271.1911315917969,117.4057846069336
2019-09-24,53.850440979003906,144.50999450683594,140.56173706054688,180.75840759277344,269.0632019042969,118.821044921875
2019-09-25,53.69336700439453,141.8300018310547,142.10165405273438,182.78746032714844,270.6546325683594,117.08303833007812
2019-09-26,53.891780853271484,141.7899932861328,140.51559448242188,182.1143341064453,270.09075927734375,117.83615112304688
2019-09-27,53.709903717041016,141.05999755859375,139.390625,179.8544921875,268.6357727050781,118.1258544921875
2019-09-30,53.90830993652344,138.8699951171875,139.55657958984375,181.56617736816406,269.881591796875,118.41553497314453
2019-10-01,53.37922668457031,139.6300048828125,136.81781005859375,180.0852508544922,266.67138671875,118.77195739746094
2019-10-02,52.28800964355469,141.25999450683594,135.78501892089844,176.98880004882812,261.96075439453125,119.06218719482422
2019-10-03,52.63521194458008,141.89999389648438,136.2368621826172,178.93128967285156,264.1069641113281,120.14826202392578
2019-10-04,53.048553466796875,141.89999389648438,137.52784729003906,181.56617736816406,267.680908203125,121.03533935546875
2019-10-07,52.98241424560547,140.69000244140625,137.28810119628906,181.01805114746094,266.5259704589844,120.03216552734375
2019-10-08,52.48640823364258,141.9199981689453,135.0565643310547,178.3062744140625,262.38818359375,120.35553741455078
2019-10-09,52.86668014526367,142.0500030517578,135.67437744140625,180.04681396484375,264.8800048828125,119.67568969726562
2019-10-10,53.23869705200195,140.80999755859375,136.21839904785156,181.441162109375,266.67138671875,117.8931884765625
2019-10-11,54.189388275146484,140.02999877929688,138.5238037109375,183.77793884277344,269.4360656738281,116.43408966064453
2019-10-14,53.966182708740234,140.58999633789062,138.01661682128906,183.75872802734375,269.135986328125,117.27970123291016
2019-10-15,54.59446716308594,139.61000061035156,139.60267639160156,186.09548950195312,271.8005065917969,115.8619613647461
2019-10-16,54.677127838134766,140.41000366210938,139.75022888183594,185.63385009765625,271.3639831542969,116.00289154052734
2019-10-17,54.80940628051758,140.61000061035156,141.40084838867188,186.1243438720703,272.16412353515625,115.72098541259766
2019-10-18,54.78459930419922,140.4600067138672,140.72767639160156,184.33570861816406,270.9728698730469,115.72098541259766
2019-10-21,55.08220291137695,139.7899932861328,142.0463409423828,185.97047424316406,272.8098449707031,114.85050964355469
2019-10-22,54.94994354248047,140.1999969482422,142.203125,184.48956298828125,271.9186706542969,115.52205657958984
2019-10-23,55.24754333496094,140.52999877929688,142.37831115722656,184.84536743164062,272.7098693847656,115.63813018798828
2019-10-24,55.346736907958984,141.52999877929688,142.17544555664062,186.64361572265625,273.15545654296875,115.40596008300781
2019-10-25,55.40460968017578,141.86000061035156,142.93161010742188,188.1341094970703,274.27392578125,114.8422622680664
2019-10-28,55.65262222290039,140.63999938964844,144.16722106933594,189.99009704589844,275.8199768066406,113.79755401611328
2019-10-29,55.63609313964844,140.25,144.6375732421875,188.5187530517578,275.7381591796875,113.8722152709961
2019-10-30,55.8675537109375,141.02000427246094,144.15805053710938,189.432373046875,276.58392333984375,115.53864288330078
2019-10-31,55.73529052734375,142.42999267578125,143.34654235839844,189.5189208984375,275.84722900390625,117.09729766845703
2019-11-01,56.231300354003906,142.55999755859375,145.7902374267578,191.24024963378906,278.40264892578125,116.73681640625
2019-11-04,56.52063751220703,142.14999389648438,146.57406616210938,192.42303466796875,279.521240234375,115.20038604736328
2019-11-05,56.413169860839844,139.85000610351562,146.75843811035156,192.52883911132812,279.2120666503906,113.9048080444336
2019-11-06,56.388370513916016,140.4499969482422,145.91009521484375,192.09605407714844,279.275634765625,114.59412384033203
2019-11-07,56.561973571777344,138.27000427246094,146.2974090576172,192.74038696289062,280.2578125,112.51781463623047
2019-11-08,56.52890396118164,137.38999938964844,146.69390869140625,193.50967407226562,280.9488525390625,112.04444885253906
2019-11-11,56.454505920410156,137.05999755859375,146.41725158691406,193.25003051757812,280.41241455078125,112.11915588378906
2019-11-12,56.47930908203125,137.42999267578125,146.46339416503906,193.80780029296875,281.0035400390625,112.63409423828125
2019-11-13,56.280906677246094,137.97999572753906,145.83631896972656,193.8558807373047,281.0945129394531,113.36492919921875
2019-11-14,56.12383270263672,138.55999755859375,145.7902374267578,193.7019805908203,281.5036926269531,114.53601837158203
2019-11-15,56.47930908203125,138.2100067138672,146.54635620117188,195.125244140625,283.54071044921875,114.41139221191406
2019-11-18,56.54545593261719,138.6199951171875,146.17755126953125,195.27908325195312,283.74993896484375,114.61898040771484
2019-11-19,56.471038818359375,138.69000244140625,146.72161865234375,195.56759643554688,283.6681213378906,115.57410430908203
2019-11-20,56.115562438964844,138.75999450683594,146.16831970214844,194.3943634033203,282.61322021484375,116.7699966430664
2019-11-21,56.041160583496094,138.0,145.44903564453125,193.96160888671875,282.1584167480469,116.03922271728516
2019-11-22,56.198238372802734,137.74000549316406,145.90084838867188,194.08663940429688,282.7859802246094,116.18870544433594
2019-11-25,56.64463424682617,137.0800018310547,148.99929809570312,196.3849334716797,284.97760009765625,116.52920532226562
2019-11-26,56.611576080322266,137.74000549316406,149.10072326660156,196.76004028320312,285.6232604980469,117.21023559570312
2019-11-27,56.76038360595703,137.00999450683594,150.15194702148438,198.13514709472656,286.8963928222656,116.86974334716797
2019-11-29,56.36357498168945,137.86000061035156,149.17446899414062,197.23118591308594,285.83245849609375,116.62059783935547
2019-12-02,56.074222564697266,137.7899932861328,147.71749877929688,195.2117919921875,283.40435791015625,115.06566619873047
2019-12-03,55.8675537109375,139.11000061035156,147.24722290039062,193.68280029296875,281.5036926269531,117.47830200195312
2019-12-04,56.38010025024414,138.9199981689453,148.2615203857422,194.66360473632812,283.2406005859375,116.30522918701172
2019-12-05,56.27263641357422,139.0,148.40908813476562,195.04830932617188,283.74993896484375,115.73953247070312
2019-12-06,56.78518295288086,137.6199951171875,150.1427459716797,197.13504028320312,286.3417663574219,115.09899139404297
2019-12-09,56.487579345703125,137.5800018310547,149.85687255859375,196.24072265625,285.44140625,115.34851837158203
2019-12-10,56.51237869262695,137.97000122070312,149.9490966796875,196.07723999023438,285.1230773925781,115.3568115234375
2019-12-11,56.80997848510742,138.9199981689453,149.90292358398438,197.11581420898438,285.9324645996094,116.2636489868164
2019-12-12,57.19025802612305,138.42999267578125,151.1939697265625,198.58709716796875,288.3969421386719,114.35018157958984
2019-12-13,57.58707809448242,139.0500030517578,150.613037109375,199.24098205566406,288.5697021484375,115.67296600341797
2019-12-16,58.202362060546875,139.0399932861328,151.67462158203125,201.24124145507812,290.55218505859375,114.63304138183594
2019-12-17,57.86796951293945,139.00999450683594,152.4335174560547,201.3566436767578,290.61590576171875,114.47502899169922
2019-12-18,57.79271697998047,139.02000427246094,152.7296905517578,201.51048278808594,290.6340026855469,113.53491973876953
2019-12-19,57.79271697998047,139.3800048828125,153.3868408203125,202.77023315429688,291.8253479003906,113.71656036376953
2019-12-20,57.83452224731445,139.52000427246094,153.60891723632812,203.58763122558594,293.10479736328125,113.86654663085938
2019-12-23,57.926490783691406,139.9499969482422,153.9143524169922,204.12533569335938,293.5526123046875,113.6998519897461
2019-12-24,57.86796951293945,141.27000427246094,154.26605224609375,204.23138427734375,293.561767578125,114.02484130859375
2019-12-26,58.11875534057617,142.3800048828125,154.26605224609375,206.03353881835938,295.1243896484375,114.29983520507812
2019-12-27,58.219078063964844,142.3300018310547,153.5071258544922,205.86004638671875,295.0513000488281,114.42479705810547
2019-12-30,57.784366607666016,142.6300048828125,153.11839294433594,204.51084899902344,293.4246520996094,114.00814819335938
2019-12-31,58.05188751220703,142.89999389648438,153.33128356933594,204.89634704589844,294.1374206542969,112.8916244506836
2020-01-02,58.63707733154297,143.9499969482422,153.43304443359375,208.31753540039062,296.8882751464844,114.1664810180664
2020-01-03,57.90976333618164,145.86000061035156,152.8314971923828,206.40936279296875,294.6400451660156,115.9247055053711
2020-01-06,58.13548278808594,147.38999938964844,153.03512573242188,207.73928833007812,295.7640686035156,115.2663803100586
